,iso_code,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,tests_units,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cvd_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_100k
2939,CHE,Switzerland,2020-01-10,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,8654618.0,214.243,43.1,18.436,12.644,57410.166,,99.73899999999999,5.59,22.6,28.9,,4.53
2940,CHE,Switzerland,2020-01-11,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,8654618.0,214.243,43.1,18.436,12.644,57410.166,,99.73899999999999,5.59,22.6,28.9,,4.53
2941,CHE,Switzerland,2020-01-12,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,8654618.0,214.243,43.1,18.436,12.644,57410.166,,99.73899999999999,5.59,22.6,28.9,,4.53
2942,CHE,Switzerland,2020-01-13,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,8654618.0,214.243,43.1,18.436,12.644,57410.166,,99.73899999999999,5.59,22.6,28.9,,4.53
2943,CHE,Switzerland,2020-01-14,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,8654618.0,214.243,43.1,18.436,12.644,57410.166,,99.73899999999999,5.59,22.6,28.9,,4.53
2944,CHE,Switzerland,2020-01-15,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,8654618.0,214.243,43.1,18.436,12.644,57410.166,,99.73899999999999,5.59,22.6,28.9,,4.53
2945,CHE,Switzerland,2020-01-16,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,8654618.0,214.243,43.1,18.436,12.644,57410.166,,99.73899999999999,5.59,22.6,28.9,,4.53
2946,CHE,Switzerland,2020-01-17,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,8654618.0,214.243,43.1,18.436,12.644,57410.166,,99.73899999999999,5.59,22.6,28.9,,4.53
2947,CHE,Switzerland,2020-01-18,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,8654618.0,214.243,43.1,18.436,12.644,57410.166,,99.73899999999999,5.59,22.6,28.9,,4.53
2948,CHE,Switzerland,2020-01-19,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,8654618.0,214.243,43.1,18.436,12.644,57410.166,,99.73899999999999,5.59,22.6,28.9,,4.53
2949,CHE,Switzerland,2020-01-20,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,8654618.0,214.243,43.1,18.436,12.644,57410.166,,99.73899999999999,5.59,22.6,28.9,,4.53
2950,CHE,Switzerland,2020-01-21,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,8654618.0,214.243,43.1,18.436,12.644,57410.166,,99.73899999999999,5.59,22.6,28.9,,4.53
2951,CHE,Switzerland,2020-01-22,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,8654618.0,214.243,43.1,18.436,12.644,57410.166,,99.73899999999999,5.59,22.6,28.9,,4.53
2952,CHE,Switzerland,2020-01-23,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,8654618.0,214.243,43.1,18.436,12.644,57410.166,,99.73899999999999,5.59,22.6,28.9,,4.53
2953,CHE,Switzerland,2020-01-24,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,tests performed,8654618.0,214.243,43.1,18.436,12.644,57410.166,,99.73899999999999,5.59,22.6,28.9,,4.53
2954,CHE,Switzerland,2020-01-25,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,8654618.0,214.243,43.1,18.436,12.644,57410.166,,99.73899999999999,5.59,22.6,28.9,,4.53
